Site_ID,Market,Density,FY,Cost_Line_Description,Amount_USD,Traffic_TB_annual
SITE-10257,AL Panhandle,Urban,2025,Field workforce (contract),16450.05,9.03
SITE-10257,AL Panhandle,Urban,2025,OEM RAN maint.,10694.26,9.03
SITE-10257,AL Panhandle,Urban,2025,Power & gen fuel,5175.22,9.03
SITE-10257,AL Panhandle,Urban,2025,Small cell attach fees,4084.86,9.03
SITE-10257,AL Panhandle,Urban,2025,NOC / dispatch (allocated),5990.88,9.03
SITE-10257,AL Panhandle,Urban,2025,Spares & logistics,4127.91,9.03
SITE-10258,North MS,Suburban,2025,Tower / Collocation,20840.56,23.95
SITE-10258,North MS,Suburban,2025,MW transport — 3rd party,14741.57,23.95
SITE-10258,North MS,Suburban,2025,Fiber backhaul circuit,9849.01,23.95
SITE-10258,North MS,Suburban,2025,Field workforce (contract),16354.09,23.95
SITE-10258,North MS,Suburban,2025,OEM RAN maint.,11434.46,23.95
SITE-10258,North MS,Suburban,2025,Power & gen fuel,5360.73,23.95
SITE-10258,North MS,Suburban,2025,Small cell attach fees,4354.66,23.95
SITE-10258,North MS,Suburban,2025,NOC / dispatch (allocated),6149.92,23.95
SITE-10258,North MS,Suburban,2025,Spares & logistics,4396.97,23.95
SITE-10259,AL Panhandle,Rural,2025,Tower / Collocation,24478.61,85.94
SITE-10259,AL Panhandle,Rural,2025,MW transport — 3rd party,16324.75,85.94
SITE-10259,AL Panhandle,Rural,2025,Fiber backhaul circuit,12905.32,85.94
SITE-10259,AL Panhandle,Rural,2025,Field workforce (contract),19841.67,85.94
SITE-10259,AL Panhandle,Rural,2025,OEM RAN maint.,13270.19,85.94
SITE-10259,AL Panhandle,Rural,2025,Power & gen fuel,5745.63,85.94
SITE-10259,AL Panhandle,Rural,2025,Small cell attach fees,5190.28,85.94
SITE-10259,AL Panhandle,Rural,2025,NOC / dispatch (allocated),6818.17,85.94
SITE-10259,AL Panhandle,Rural,2025,Spares & logistics,5240.98,85.94
SITE-10260,Rural West,Rural,2025,Tower / Collocation,25577.99,48.9
SITE-10260,Rural West,Rural,2025,MW transport — 3rd party,17618.28,48.9
SITE-10260,Rural West,Rural,2025,Fiber backhaul circuit,12634.55,48.9
SITE-10260,Rural West,Rural,2025,Field workforce (contract),21850.15,48.9
SITE-10260,Rural West,Rural,2025,OEM RAN maint.,13201.07,48.9
SITE-10260,Rural West,Rural,2025,Power & gen fuel,6653.88,48.9
SITE-10260,Rural West,Rural,2025,Small cell attach fees,4818.82,48.9
SITE-10260,Rural West,Rural,2025,NOC / dispatch (allocated),7589.79,48.9
SITE-10260,Rural West,Rural,2025,Spares & logistics,5227.54,48.9
SITE-10261,Rural West,Urban,2025,Tower / Collocation,19551.58,72.87
SITE-10261,Rural West,Urban,2025,MW transport — 3rd party,15026.25,72.87
SITE-10261,Rural West,Urban,2025,Fiber backhaul circuit,10622.77,72.87
SITE-10261,Rural West,Urban,2025,Field workforce (contract),14347.12,72.87
SITE-10261,Rural West,Urban,2025,OEM RAN maint.,10655.4,72.87
SITE-10261,Rural West,Urban,2025,Power & gen fuel,5304.68,72.87
SITE-10261,Rural West,Urban,2025,Small cell attach fees,4109.2,72.87
SITE-10261,Rural West,Urban,2025,NOC / dispatch (allocated),6320.62,72.87
SITE-10261,Rural West,Urban,2025,Spares & logistics,4428.21,72.87
SITE-10262,AL Panhandle,Suburban,2025,Tower / Collocation,22445.76,69.68
SITE-10262,AL Panhandle,Suburban,2025,MW transport — 3rd party,13453.57,69.68
SITE-10262,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10180.73,69.68
SITE-10262,AL Panhandle,Suburban,2025,Field workforce (contract),14650.48,69.68
SITE-10262,AL Panhandle,Suburban,2025,OEM RAN maint.,11228.88,69.68
SITE-10262,AL Panhandle,Suburban,2025,Power & gen fuel,5297.74,69.68
SITE-10262,AL Panhandle,Suburban,2025,Small cell attach fees,4232.48,69.68
SITE-10262,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),6017.34,69.68
SITE-10262,AL Panhandle,Suburban,2025,Spares & logistics,4123.63,69.68
SITE-10263,South MS,Urban,2025,Tower / Collocation,22149.3,31.22
SITE-10263,South MS,Urban,2025,MW transport — 3rd party,14630.11,31.22
SITE-10263,South MS,Urban,2025,Fiber backhaul circuit,10267.57,31.22
SITE-10263,South MS,Urban,2025,Field workforce (contract),16009.69,31.22
SITE-10263,South MS,Urban,2025,OEM RAN maint.,10627.9,31.22
SITE-10263,South MS,Urban,2025,Power & gen fuel,4899.18,31.22
SITE-10263,South MS,Urban,2025,Small cell attach fees,4066.47,31.22
SITE-10263,South MS,Urban,2025,NOC / dispatch (allocated),6412.07,31.22
SITE-10263,South MS,Urban,2025,Spares & logistics,4390.15,31.22
SITE-10264,Rural West,Suburban,2025,Tower / Collocation,21398.2,24.03
SITE-10264,Rural West,Suburban,2025,MW transport — 3rd party,14117.22,24.03
SITE-10264,Rural West,Suburban,2025,Fiber backhaul circuit,11182.89,24.03
SITE-10264,Rural West,Suburban,2025,Field workforce (contract),15948.04,24.03
SITE-10264,Rural West,Suburban,2025,OEM RAN maint.,11327.83,24.03
SITE-10264,Rural West,Suburban,2025,Power & gen fuel,5303.6,24.03
SITE-10264,Rural West,Suburban,2025,Small cell attach fees,4573.27,24.03
SITE-10264,Rural West,Suburban,2025,NOC / dispatch (allocated),5912.85,24.03
SITE-10264,Rural West,Suburban,2025,Spares & logistics,4346.92,24.03
SITE-10265,North MS,Rural,2025,Tower / Collocation,26948.88,41.49
SITE-10265,North MS,Rural,2025,MW transport — 3rd party,16319.26,41.49
SITE-10265,North MS,Rural,2025,Fiber backhaul circuit,12991.0,41.49
SITE-10265,North MS,Rural,2025,Field workforce (contract),22285.86,41.49
SITE-10265,North MS,Rural,2025,OEM RAN maint.,14097.04,41.49
SITE-10265,North MS,Rural,2025,Power & gen fuel,6175.58,41.49
SITE-10265,North MS,Rural,2025,Small cell attach fees,5246.69,41.49
SITE-10265,North MS,Rural,2025,NOC / dispatch (allocated),6808.16,41.49
SITE-10265,North MS,Rural,2025,Spares & logistics,4915.63,41.49
SITE-10266,South MS,Suburban,2025,Tower / Collocation,20087.73,46.45
SITE-10266,South MS,Suburban,2025,MW transport — 3rd party,15275.88,46.45
SITE-10266,South MS,Suburban,2025,Fiber backhaul circuit,10260.75,46.45
SITE-10266,South MS,Suburban,2025,Field workforce (contract),15167.89,46.45
SITE-10266,South MS,Suburban,2025,OEM RAN maint.,11258.95,46.45
SITE-10266,South MS,Suburban,2025,Power & gen fuel,4840.47,46.45
SITE-10266,South MS,Suburban,2025,Small cell attach fees,4407.51,46.45
SITE-10266,South MS,Suburban,2025,NOC / dispatch (allocated),5900.93,46.45
SITE-10266,South MS,Suburban,2025,Spares & logistics,3921.05,46.45
SITE-10267,AL Panhandle,Rural,2025,Tower / Collocation,26287.0,110.56
SITE-10267,AL Panhandle,Rural,2025,MW transport — 3rd party,18472.49,110.56
SITE-10267,AL Panhandle,Rural,2025,Fiber backhaul circuit,13515.56,110.56
SITE-10267,AL Panhandle,Rural,2025,Field workforce (contract),20766.62,110.56
SITE-10267,AL Panhandle,Rural,2025,OEM RAN maint.,14088.96,110.56
SITE-10267,AL Panhandle,Rural,2025,Power & gen fuel,6287.59,110.56
SITE-10267,AL Panhandle,Rural,2025,Small cell attach fees,4958.25,110.56
SITE-10267,AL Panhandle,Rural,2025,NOC / dispatch (allocated),6889.24,110.56
SITE-10267,AL Panhandle,Rural,2025,Spares & logistics,4831.86,110.56
SITE-10268,South MS,Suburban,2025,Tower / Collocation,20328.33,74.2
SITE-10268,South MS,Suburban,2025,MW transport — 3rd party,13715.43,74.2
SITE-10268,South MS,Suburban,2025,Fiber backhaul circuit,10394.28,74.2
SITE-10268,South MS,Suburban,2025,Field workforce (contract),15414.6,74.2
SITE-10268,South MS,Suburban,2025,OEM RAN maint.,12190.02,74.2
SITE-10268,South MS,Suburban,2025,Power & gen fuel,5405.86,74.2
SITE-10268,South MS,Suburban,2025,Small cell attach fees,4532.92,74.2
SITE-10268,South MS,Suburban,2025,NOC / dispatch (allocated),6283.45,74.2
SITE-10268,South MS,Suburban,2025,Spares & logistics,4565.92,74.2
SITE-10269,TN Border,Suburban,2025,Tower / Collocation,19548.5,12.13
SITE-10269,TN Border,Suburban,2025,MW transport — 3rd party,14141.54,12.13
SITE-10269,TN Border,Suburban,2025,Fiber backhaul circuit,10066.0,12.13
SITE-10269,TN Border,Suburban,2025,Field workforce (contract),14492.01,12.13
SITE-10269,TN Border,Suburban,2025,OEM RAN maint.,12252.38,12.13
SITE-10269,TN Border,Suburban,2025,Power & gen fuel,4851.46,12.13
SITE-10269,TN Border,Suburban,2025,Small cell attach fees,4562.38,12.13
SITE-10269,TN Border,Suburban,2025,NOC / dispatch (allocated),6198.32,12.13
SITE-10269,TN Border,Suburban,2025,Spares & logistics,4345.84,12.13
SITE-10270,AL Panhandle,Suburban,2025,Tower / Collocation,19894.09,64.24
SITE-10270,AL Panhandle,Suburban,2025,MW transport — 3rd party,15402.31,64.24
SITE-10270,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10139.9,64.24
SITE-10270,AL Panhandle,Suburban,2025,Field workforce (contract),14700.7,64.24
SITE-10270,AL Panhandle,Suburban,2025,OEM RAN maint.,11809.97,64.24
SITE-10270,AL Panhandle,Suburban,2025,Power & gen fuel,5227.66,64.24
SITE-10270,AL Panhandle,Suburban,2025,Small cell attach fees,4216.88,64.24
SITE-10270,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),6076.09,64.24
SITE-10270,AL Panhandle,Suburban,2025,Spares & logistics,4018.46,64.24
SITE-10271,South MS,Suburban,2025,Tower / Collocation,20182.76,31.54
SITE-10271,South MS,Suburban,2025,MW transport — 3rd party,13616.21,31.54
SITE-10271,South MS,Suburban,2025,Fiber backhaul circuit,10191.14,31.54
SITE-10271,South MS,Suburban,2025,Field workforce (contract),14886.9,31.54
SITE-10271,South MS,Suburban,2025,OEM RAN maint.,11340.25,31.54
SITE-10271,South MS,Suburban,2025,Power & gen fuel,4847.38,31.54
SITE-10271,South MS,Suburban,2025,Small cell attach fees,4041.25,31.54
SITE-10271,South MS,Suburban,2025,NOC / dispatch (allocated),5989.74,31.54
SITE-10271,South MS,Suburban,2025,Spares & logistics,3997.64,31.54
SITE-10272,TN Border,Suburban,2025,Tower / Collocation,22288.12,45.13
SITE-10272,TN Border,Suburban,2025,MW transport — 3rd party,13469.13,45.13
SITE-10272,TN Border,Suburban,2025,Fiber backhaul circuit,9706.22,45.13
SITE-10272,TN Border,Suburban,2025,Field workforce (contract),15841.91,45.13
SITE-10272,TN Border,Suburban,2025,OEM RAN maint.,11901.11,45.13
SITE-10272,TN Border,Suburban,2025,Power & gen fuel,5379.94,45.13
SITE-10272,TN Border,Suburban,2025,Small cell attach fees,3948.64,45.13
SITE-10272,TN Border,Suburban,2025,NOC / dispatch (allocated),6213.62,45.13
SITE-10272,TN Border,Suburban,2025,Spares & logistics,4166.05,45.13
SITE-10273,Rural West,Suburban,2025,Tower / Collocation,22606.17,23.05
SITE-10273,Rural West,Suburban,2025,MW transport — 3rd party,13389.32,23.05
SITE-10273,Rural West,Suburban,2025,Fiber backhaul circuit,11019.91,23.05
SITE-10273,Rural West,Suburban,2025,Field workforce (contract),15641.48,23.05
SITE-10273,Rural West,Suburban,2025,OEM RAN maint.,11853.69,23.05
SITE-10273,Rural West,Suburban,2025,Power & gen fuel,5272.76,23.05
SITE-10273,Rural West,Suburban,2025,Small cell attach fees,4493.74,23.05
SITE-10273,Rural West,Suburban,2025,NOC / dispatch (allocated),5648.97,23.05
SITE-10273,Rural West,Suburban,2025,Spares & logistics,3910.56,23.05
SITE-10274,South MS,Suburban,2025,Tower / Collocation,19892.24,18.77
SITE-10274,South MS,Suburban,2025,MW transport — 3rd party,14006.75,18.77
SITE-10274,South MS,Suburban,2025,Fiber backhaul circuit,9751.92,18.77
SITE-10274,South MS,Suburban,2025,Field workforce (contract),14215.32,18.77
SITE-10274,South MS,Suburban,2025,OEM RAN maint.,12184.43,18.77
SITE-10274,South MS,Suburban,2025,Power & gen fuel,4946.68,18.77
SITE-10274,South MS,Suburban,2025,Small cell attach fees,4577.92,18.77
SITE-10274,South MS,Suburban,2025,NOC / dispatch (allocated),6392.08,18.77
SITE-10274,South MS,Suburban,2025,Spares & logistics,4006.95,18.77
SITE-10275,South MS,Rural,2025,Tower / Collocation,26153.36,84.38
SITE-10275,South MS,Rural,2025,MW transport — 3rd party,16315.49,84.38
SITE-10275,South MS,Rural,2025,Fiber backhaul circuit,12057.27,84.38
SITE-10275,South MS,Rural,2025,Field workforce (contract),19876.76,84.38
SITE-10275,South MS,Rural,2025,OEM RAN maint.,14073.85,84.38
SITE-10275,South MS,Rural,2025,Power & gen fuel,6661.14,84.38
SITE-10275,South MS,Rural,2025,Small cell attach fees,5291.72,84.38
SITE-10275,South MS,Rural,2025,NOC / dispatch (allocated),7453.13,84.38
SITE-10275,South MS,Rural,2025,Spares & logistics,5549.3,84.38
SITE-10276,South MS,Suburban,2025,Tower / Collocation,20490.53,83.43
SITE-10276,South MS,Suburban,2025,MW transport — 3rd party,13252.75,83.43
SITE-10276,South MS,Suburban,2025,Fiber backhaul circuit,10484.12,83.43
SITE-10276,South MS,Suburban,2025,Field workforce (contract),16369.81,83.43
SITE-10276,South MS,Suburban,2025,OEM RAN maint.,10980.44,83.43
SITE-10276,South MS,Suburban,2025,Power & gen fuel,5093.07,83.43
SITE-10276,South MS,Suburban,2025,Small cell attach fees,4028.17,83.43
SITE-10276,South MS,Suburban,2025,NOC / dispatch (allocated),5528.92,83.43
SITE-10276,South MS,Suburban,2025,Spares & logistics,3964.77,83.43
SITE-10277,North MS,Rural,2025,Tower / Collocation,23930.75,116.44
SITE-10277,North MS,Rural,2025,MW transport — 3rd party,16851.67,116.44
SITE-10277,North MS,Rural,2025,Fiber backhaul circuit,12070.41,116.44
SITE-10277,North MS,Rural,2025,Field workforce (contract),19706.93,116.44
SITE-10277,North MS,Rural,2025,OEM RAN maint.,13961.55,116.44
SITE-10277,North MS,Rural,2025,Power & gen fuel,6377.68,116.44
SITE-10277,North MS,Rural,2025,Small cell attach fees,5271.85,116.44
SITE-10277,North MS,Rural,2025,NOC / dispatch (allocated),7080.86,116.44
SITE-10277,North MS,Rural,2025,Spares & logistics,5195.33,116.44
SITE-10278,AL Panhandle,Urban,2025,Tower / Collocation,21820.32,89.07
SITE-10278,AL Panhandle,Urban,2025,MW transport — 3rd party,15367.84,89.07
SITE-10278,AL Panhandle,Urban,2025,Fiber backhaul circuit,11170.16,89.07
SITE-10278,AL Panhandle,Urban,2025,Field workforce (contract),15665.71,89.07
SITE-10278,AL Panhandle,Urban,2025,OEM RAN maint.,12206.75,89.07
SITE-10278,AL Panhandle,Urban,2025,Power & gen fuel,5032.03,89.07
SITE-10278,AL Panhandle,Urban,2025,Small cell attach fees,3912.46,89.07
SITE-10278,AL Panhandle,Urban,2025,NOC / dispatch (allocated),5533.57,89.07
SITE-10278,AL Panhandle,Urban,2025,Spares & logistics,3984.45,89.07
SITE-10279,North MS,Urban,2025,Tower / Collocation,21618.47,38.6
SITE-10279,North MS,Urban,2025,MW transport — 3rd party,15063.63,38.6
SITE-10279,North MS,Urban,2025,Fiber backhaul circuit,10623.15,38.6
SITE-10279,North MS,Urban,2025,Field workforce (contract),14434.48,38.6
SITE-10279,North MS,Urban,2025,OEM RAN maint.,11877.12,38.6
SITE-10279,North MS,Urban,2025,Power & gen fuel,4981.52,38.6
SITE-10279,North MS,Urban,2025,Small cell attach fees,3918.84,38.6
SITE-10279,North MS,Urban,2025,NOC / dispatch (allocated),5741.12,38.6
SITE-10279,North MS,Urban,2025,Spares & logistics,4134.81,38.6
SITE-10280,AL Panhandle,Suburban,2025,Tower / Collocation,21599.3,74.11
SITE-10280,AL Panhandle,Suburban,2025,MW transport — 3rd party,13562.84,74.11
SITE-10280,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10987.78,74.11
SITE-10280,AL Panhandle,Suburban,2025,Field workforce (contract),15733.73,74.11
SITE-10280,AL Panhandle,Suburban,2025,OEM RAN maint.,10866.21,74.11
SITE-10280,AL Panhandle,Suburban,2025,Power & gen fuel,5220.84,74.11
SITE-10280,AL Panhandle,Suburban,2025,Small cell attach fees,4238.79,74.11
SITE-10280,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),5892.26,74.11
SITE-10280,AL Panhandle,Suburban,2025,Spares & logistics,3986.24,74.11
SITE-10281,Rural West,Suburban,2025,Tower / Collocation,19818.9,16.69
SITE-10281,Rural West,Suburban,2025,MW transport — 3rd party,13547.97,16.69
SITE-10281,Rural West,Suburban,2025,Fiber backhaul circuit,11232.87,16.69
SITE-10281,Rural West,Suburban,2025,Field workforce (contract),14773.35,16.69
SITE-10281,Rural West,Suburban,2025,OEM RAN maint.,11159.34,16.69
SITE-10281,Rural West,Suburban,2025,Power & gen fuel,4954.82,16.69
SITE-10281,Rural West,Suburban,2025,Small cell attach fees,4520.81,16.69
SITE-10281,Rural West,Suburban,2025,NOC / dispatch (allocated),6009.94,16.69
SITE-10281,Rural West,Suburban,2025,Spares & logistics,4535.03,16.69
SITE-10282,North MS,Suburban,2025,Tower / Collocation,20426.39,56.39
SITE-10282,North MS,Suburban,2025,MW transport — 3rd party,15089.56,56.39
SITE-10282,North MS,Suburban,2025,Fiber backhaul circuit,11107.73,56.39
SITE-10282,North MS,Suburban,2025,Field workforce (contract),15232.86,56.39
SITE-10282,North MS,Suburban,2025,OEM RAN maint.,12285.57,56.39
SITE-10282,North MS,Suburban,2025,Power & gen fuel,5143.26,56.39
SITE-10282,North MS,Suburban,2025,Small cell attach fees,4094.23,56.39
SITE-10282,North MS,Suburban,2025,NOC / dispatch (allocated),5939.5,56.39
SITE-10282,North MS,Suburban,2025,Spares & logistics,3935.37,56.39
SITE-10283,North MS,Rural,2025,Tower / Collocation,24602.59,23.55
SITE-10283,North MS,Rural,2025,MW transport — 3rd party,17624.72,23.55
SITE-10283,North MS,Rural,2025,Fiber backhaul circuit,11761.69,23.55
SITE-10283,North MS,Rural,2025,Field workforce (contract),19885.9,23.55
SITE-10283,North MS,Rural,2025,OEM RAN maint.,14277.58,23.55
SITE-10283,North MS,Rural,2025,Power & gen fuel,5756.57,23.55
SITE-10283,North MS,Rural,2025,Small cell attach fees,5131.12,23.55
SITE-10283,North MS,Rural,2025,NOC / dispatch (allocated),7023.92,23.55
SITE-10283,North MS,Rural,2025,Spares & logistics,4925.94,23.55
SITE-10284,Rural West,Urban,2025,Tower / Collocation,19738.23,90.78
SITE-10284,Rural West,Urban,2025,MW transport — 3rd party,15452.92,90.78
SITE-10284,Rural West,Urban,2025,Fiber backhaul circuit,10630.78,90.78
SITE-10284,Rural West,Urban,2025,Field workforce (contract),15646.78,90.78
SITE-10284,Rural West,Urban,2025,OEM RAN maint.,11807.71,90.78
SITE-10284,Rural West,Urban,2025,Power & gen fuel,5266.56,90.78
SITE-10284,Rural West,Urban,2025,Small cell attach fees,4467.47,90.78
SITE-10284,Rural West,Urban,2025,NOC / dispatch (allocated),5934.26,90.78
SITE-10284,Rural West,Urban,2025,Spares & logistics,4272.68,90.78
SITE-10285,TN Border,Suburban,2025,Tower / Collocation,21495.72,17.16
SITE-10285,TN Border,Suburban,2025,MW transport — 3rd party,13320.11,17.16
SITE-10285,TN Border,Suburban,2025,Fiber backhaul circuit,10096.07,17.16
SITE-10285,TN Border,Suburban,2025,Field workforce (contract),14306.67,17.16
SITE-10285,TN Border,Suburban,2025,OEM RAN maint.,10858.7,17.16
SITE-10285,TN Border,Suburban,2025,Power & gen fuel,5213.2,17.16
SITE-10285,TN Border,Suburban,2025,Small cell attach fees,4337.36,17.16
SITE-10285,TN Border,Suburban,2025,NOC / dispatch (allocated),5874.84,17.16
SITE-10285,TN Border,Suburban,2025,Spares & logistics,3971.32,17.16
SITE-10286,AL Panhandle,Suburban,2025,Tower / Collocation,21208.82,70.68
SITE-10286,AL Panhandle,Suburban,2025,MW transport — 3rd party,14374.82,70.68
SITE-10286,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10450.19,70.68
SITE-10286,AL Panhandle,Suburban,2025,Field workforce (contract),16441.49,70.68
SITE-10286,AL Panhandle,Suburban,2025,OEM RAN maint.,11892.46,70.68
SITE-10286,AL Panhandle,Suburban,2025,Power & gen fuel,5097.54,70.68
SITE-10286,AL Panhandle,Suburban,2025,Small cell attach fees,4235.87,70.68
SITE-10286,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),5499.21,70.68
SITE-10286,AL Panhandle,Suburban,2025,Spares & logistics,4550.91,70.68
SITE-10287,South MS,Suburban,2025,Tower / Collocation,22617.54,30.27
SITE-10287,South MS,Suburban,2025,MW transport — 3rd party,14897.9,30.27
SITE-10287,South MS,Suburban,2025,Fiber backhaul circuit,9713.6,30.27
SITE-10287,South MS,Suburban,2025,Field workforce (contract),14227.5,30.27
SITE-10287,South MS,Suburban,2025,OEM RAN maint.,10556.69,30.27
SITE-10287,South MS,Suburban,2025,Power & gen fuel,5181.29,30.27
SITE-10287,South MS,Suburban,2025,Small cell attach fees,3958.66,30.27
SITE-10287,South MS,Suburban,2025,NOC / dispatch (allocated),6362.59,30.27
SITE-10287,South MS,Suburban,2025,Spares & logistics,4547.1,30.27
SITE-10288,TN Border,Suburban,2025,Tower / Collocation,19482.85,33.39
SITE-10288,TN Border,Suburban,2025,MW transport — 3rd party,14941.13,33.39
SITE-10288,TN Border,Suburban,2025,Fiber backhaul circuit,9804.78,33.39
SITE-10288,TN Border,Suburban,2025,Field workforce (contract),14285.45,33.39
